Parent1,Parent2,Child 
Dinossom Lux,Chillet,Chillet
Dinossom Lux,Chillet Ignis,Chillet
Dinossom Lux,Croajiro,Chillet
Dinossom Lux,Loupmoon Cryst,Chillet
Sparkit,Helzephyr,Chillet
Mammorest,Swee,Chillet
Mammorest,Ribbuny,Chillet
Mammorest,Foxparks Cryst,Chillet
Mammorest Cryst,Ribbuny,Chillet
Mammorest Cryst,Foxparks Cryst,Chillet
Broncherry,Tombat,Chillet
Broncherry,Rayhound,Chillet
Broncherry,Kitsun Noct,Chillet
Broncherry Aqua,Foxcicle,Chillet
Faleris,Daedream,Chillet
Faleris,Gumoss,Chillet
Faleris,Smokie,Chillet
Caprity,Blazehowl Noct,Chillet
Caprity,Dogen,Chillet
Caprity,Dazemu,Chillet
Reindrix,Shroomer,Chillet
Reindrix,Shroomer Noct,Chillet
Reindrix,Splatterina,Chillet
Reindrix,Kitsun Noct,Chillet
Sibelyx,Wixen,Chillet
Sibelyx,Wixen Noct,Chillet
Sibelyx,Rooby,Chillet
Vixy,Astegon,Chillet
Vixy,Cryolinx Terra,Chillet
Wixen,Kingpaca Cryst,Chillet
Wixen,Xenogard,Chillet
Wixen Noct,Wumpo,Chillet
Wixen Noct,Xenovader,Chillet
Lovander,Blazehowl Noct,Chillet
Lovander,Dogen,Chillet
Lovander,Dazemu,Chillet
Hoocrates,Lyleen Noct,Chillet
Hoocrates,Beakon,Chillet
Hoocrates,Silvegis,Chillet
Kelpsea,Warsect ,Chillet
Kelpsea,Quivern,Chillet
Kelpsea,Quivern Botan,Chillet
Kelpsea,Selyne,Chillet
Kelpsea,Prixter,Chillet
Kelpsea Ignis,Elizabee,Chillet
Kelpsea Ignis,Warsect ,Chillet
Kelpsea Ignis,Quivern Botan,Chillet
Kelpsea Ignis,Selyne,Chillet
Mozzarina,Katress,Chillet
Mozzarina,Katress Ignis,Chillet
Mozzarina,Nitemary,Chillet
Wumpo,Rooby,Chillet
Wumpo Botan,Kikit,Chillet
Wumpo Botan,Dazzi Noct,Chillet
Vaelet,Sootseer,Chillet
Nitewing,Nox,Chillet
Flopie,Elizabee,Chillet
Lyleen Noct,Flambelle,Chillet
Beegarde,Sootseer,Chillet
Tombat,Caprity Noct,Chillet
Mossanda,Nox,Chillet
Mossanda Lux,Fuddler,Chillet
Mossanda Lux,Ribbuny Botan,Chillet
Arsox,Celesdir,Chillet
Arsox,Tarantriss,Chillet
Arsox,Loupmoon Cryst,Chillet
Rayhound,Celaray,Chillet
Rayhound,Caprity Noct,Chillet
Fuddler,Ragnahawk,Chillet
Astegon,Cremis,Chillet
Foxcicle,Caprity Noct,Chillet
Foxcicle,Fenglope Lux,Chillet
Daedream,Ragnahawk,Chillet
Daedream,Starryon,Chillet
Tanzee,Quivern,Chillet
Tanzee,Selyne,Chillet
Tanzee,Prixter,Chillet
Tanzee,Starryon,Chillet
Blazehowl,Dumud,Chillet
Blazehowl,Lullu,Chillet
Blazehowl Noct,Yakumo,Chillet
Kingpaca,Kikit,Chillet
Kingpaca Cryst,Rooby,Chillet
Gumoss,Prixter,Chillet
Gumoss,Starryon,Chillet
Sweepa,Mimog,Chillet
Sweepa,Ribbuny Botan,Chillet
Katress,Dumud,Chillet
Katress,Lullu,Chillet
Katress Ignis,Lullu,Chillet
Nox,Xenogard,Chillet
Chillet,Chillet,Chillet
Chillet,Croajiro,Chillet
Chillet,Celesdir,Chillet
Chillet,Loupmoon Cryst,Chillet
Chillet Ignis,Celesdir,Chillet
Chillet Ignis,Tarantriss,Chillet
Chillet Ignis,Loupmoon Cryst,Chillet
Quivern,Smokie,Chillet
Helzephyr,Flambelle,Chillet
Bushi Noct,Yakumo,Chillet
Celaray,Shroomer Noct,Chillet
Celaray,Splatterina,Chillet
Celaray,Kitsun Noct,Chillet
Petallia,Celesdir,Chillet
Petallia,Tarantriss,Chillet
Petallia,Fenglope Lux,Chillet
Cinnamoth,Kikit,Chillet
Cinnamoth,Dazzi Noct,Chillet
Orserk,Cremis,Chillet
Cremis,Cryolinx Terra,Chillet
Dumud,Shroomer,Chillet
Dumud,Nitemary,Chillet
Croajiro,Celesdir,Chillet
Croajiro,Loupmoon Cryst,Chillet
Lullu,Nitemary,Chillet
Prixter,Smokie,Chillet
Yakumo,Dogen,Chillet
Mimog,Azurmane,Chillet
Starryon,Smokie,Chillet
Azurmane,Ribbuny Botan,Chillet
Arsox,Chillet,Chillet Ignis
Chillet Ignis,Chillet Ignis,Chillet Ignis
Nyafia ,Suzaku,Quivern
Gildane,Helzephyr,Quivern
Anubis,Cryolinx,Quivern
Incineram Noct,Frostallion,Quivern
Grizzbolt,Azurobe,Quivern
Jormuntide,Mossanda Lux,Quivern
Jormuntide Ignis,Ragnahawk,Quivern
Suzaku,Bushi Noct,Quivern
Suzaku Aqua,Blazehowl Noct,Quivern
Suzaku Aqua,Dogen,Quivern
Pyrin,Warsect ,Quivern
Pyrin,Quivern Botan,Quivern
Pyrin Noct,Wumpo,Quivern
Elphidran,Cryolinx Terra,Quivern
Elphidran Aqua,Bastigor,Quivern
Surfent,Orserk,Quivern
Surfent Terra,Astegon,Quivern
Reptyro,Ragnahawk,Quivern
Reptyro Cryst,Kingpaca,Quivern
Reptyro Cryst,Xenovader,Quivern
Relaxaurus,Nitewing,Quivern
Relaxaurus Lux,Mossanda,Quivern
Vanwyrm Cryst,Paladius,Quivern
Mammorest,Azurmane,Quivern
Mammorest Cryst,Sweepa,Quivern
Faleris,Elizabee,Quivern
Blazamut,Katress Ignis,Quivern
Blazamut Ryu,Katress Ignis,Quivern
Shadowbeak,Bushi,Quivern
Sibelyx,Lyleen,Quivern
Sibelyx,Menasting Terra,Quivern
Sibelyx,Faleris Aqua,Quivern
Wumpo Botan,Beakon,Quivern
Wumpo Botan,Silvegis,Quivern
Nitewing,Warsect Terra,Quivern
Lyleen Noct,Cinnamoth,Quivern
Elizabee,Starryon,Quivern
Mossanda,Knocklem,Quivern
Mossanda,Xenolord ,Quivern
Astegon,Sootseer,Quivern
Kingpaca Cryst,Menasting,Quivern
Katress,Bellanoir,Quivern
Katress,Bellanoir Libero,Quivern
Katress Ignis,Bellanoir,Quivern
Katress Ignis,Bellanoir Libero,Quivern
Warsect ,Prixter,Quivern
Penking,Helzephyr Lux,Quivern
Quivern,Quivern,Quivern
Quivern,Selyne,Quivern
Quivern Botan,Prixter,Quivern
Helzephyr,Grintale,Quivern
Necromus,Omascul,Quivern
Menasting,Xenogard,Quivern
Selyne,Prixter,Quivern
Knocklem,Xenogard,Quivern
Xenogard,Xenolord ,Quivern
Quivern,Lullu,Quivern Botan
Quivern Botan,Quivern Botan,Quivern Botan
Grizzbolt,Astegon,Helzephyr
Grizzbolt,Helzephyr,Helzephyr
Grizzbolt,Helzephyr Lux,Helzephyr
Grizzbolt,Cryolinx Terra,Helzephyr
Grizzbolt,Bastigor,Helzephyr
Jormuntide,Shadowbeak,Helzephyr
Jormuntide,Jetragon,Helzephyr
Jormuntide,Paladius,Helzephyr
Jormuntide,Necromus,Helzephyr
Jormuntide Ignis,Suzaku,Helzephyr
Jormuntide Ignis,Suzaku Aqua,Helzephyr
Jormuntide Ignis,Shadowbeak,Helzephyr
Jormuntide Ignis,Paladius,Helzephyr
Jormuntide Ignis,Necromus,Helzephyr
Suzaku,Reptyro,Helzephyr
Suzaku,Mammorest,Helzephyr
Suzaku,Elizabee,Helzephyr
Suzaku,Warsect ,Helzephyr
Suzaku,Quivern,Helzephyr
Suzaku,Quivern Botan,Helzephyr
Suzaku,Selyne,Helzephyr
Suzaku Aqua,Pyrin,Helzephyr
Suzaku Aqua,Reptyro,Helzephyr
Suzaku Aqua,Faleris,Helzephyr
Suzaku Aqua,Elizabee,Helzephyr
Suzaku Aqua,Warsect ,Helzephyr
Suzaku Aqua,Quivern,Helzephyr
Suzaku Aqua,Quivern Botan,Helzephyr
Suzaku Aqua,Selyne,Helzephyr
Suzaku Aqua,Prixter,Helzephyr
Suzaku Aqua,Starryon,Helzephyr
Pyrin,Blazamut,Helzephyr
Pyrin,Blazamut Ryu,Helzephyr
Pyrin,Bellanoir,Helzephyr
Pyrin,Bellanoir Libero,Helzephyr
Pyrin Noct,Cryolinx,Helzephyr
Pyrin Noct,Frostallion,Helzephyr
Pyrin Noct,Astegon,Helzephyr
Pyrin Noct,Orserk,Helzephyr
Pyrin Noct,Cryolinx Terra,Helzephyr
Cryolinx,Reptyro Cryst,Helzephyr
Cryolinx,Relaxaurus Lux,Helzephyr
Cryolinx,Lyleen,Helzephyr
Cryolinx,Beakon,Helzephyr
Cryolinx,Menasting,Helzephyr
Cryolinx,Menasting Terra,Helzephyr
Cryolinx,Knocklem,Helzephyr
Cryolinx,Xenolord ,Helzephyr
Cryolinx,Silvegis,Helzephyr
Cryolinx,Faleris Aqua,Helzephyr
Reptyro,Shadowbeak,Helzephyr
Reptyro,Paladius,Helzephyr
Reptyro,Necromus,Helzephyr
Reptyro Cryst,Frostallion,Helzephyr
Reptyro Cryst,Astegon,Helzephyr
Reptyro Cryst,Orserk,Helzephyr
Reptyro Cryst,Cryolinx Terra,Helzephyr
Reptyro Cryst,Bastigor,Helzephyr
Relaxaurus,Frostallion,Helzephyr
Relaxaurus,Frostallion Noct,Helzephyr
Relaxaurus,Jetragon,Helzephyr
Relaxaurus,Paladius,Helzephyr
Relaxaurus,Necromus,Helzephyr
Relaxaurus Lux,Frostallion,Helzephyr
Relaxaurus Lux,Frostallion Noct,Helzephyr
Relaxaurus Lux,Jetragon,Helzephyr
Relaxaurus Lux,Paladius,Helzephyr
Frostallion,Lyleen,Helzephyr
Frostallion,Warsect Terra,Helzephyr
Frostallion,Menasting,Helzephyr
Frostallion,Menasting Terra,Helzephyr
Frostallion,Knocklem,Helzephyr
Frostallion,Xenolord ,Helzephyr
Frostallion,Faleris Aqua,Helzephyr
Frostallion Noct,Mammorest,Helzephyr
Frostallion Noct,Mammorest Cryst,Helzephyr
Frostallion Noct,Lyleen,Helzephyr
Frostallion Noct,Warsect Terra,Helzephyr
Frostallion Noct,Menasting,Helzephyr
Frostallion Noct,Menasting Terra,Helzephyr
Frostallion Noct,Knocklem,Helzephyr
Frostallion Noct,Xenolord ,Helzephyr
Frostallion Noct,Faleris Aqua,Helzephyr
Mammorest,Shadowbeak,Helzephyr
Mammorest,Jetragon,Helzephyr
Mammorest,Paladius,Helzephyr
Mammorest,Necromus,Helzephyr
Mammorest Cryst,Shadowbeak,Helzephyr
Mammorest Cryst,Jetragon,Helzephyr
Mammorest Cryst,Paladius,Helzephyr
Mammorest Cryst,Necromus,Helzephyr
Faleris,Blazamut,Helzephyr
Faleris,Blazamut Ryu,Helzephyr
Faleris,Bellanoir,Helzephyr
Faleris,Bellanoir Libero,Helzephyr
Blazamut,Mossanda Lux,Helzephyr
Blazamut,Warsect ,Helzephyr
Blazamut,Quivern,Helzephyr
Blazamut,Quivern Botan,Helzephyr
Blazamut,Ragnahawk,Helzephyr
Blazamut,Selyne,Helzephyr
Blazamut,Prixter,Helzephyr
Blazamut,Starryon,Helzephyr
Blazamut Ryu,Mossanda Lux,Helzephyr
Blazamut Ryu,Warsect ,Helzephyr
Blazamut Ryu,Quivern,Helzephyr
Blazamut Ryu,Quivern Botan,Helzephyr
Blazamut Ryu,Ragnahawk,Helzephyr
Blazamut Ryu,Selyne,Helzephyr
Blazamut Ryu,Prixter,Helzephyr
Blazamut Ryu,Starryon,Helzephyr
Shadowbeak,Elizabee,Helzephyr
Shadowbeak,Warsect ,Helzephyr
Shadowbeak,Quivern Botan,Helzephyr
Lyleen,Astegon,Helzephyr
Lyleen,Orserk,Helzephyr
Lyleen Noct,Astegon,Helzephyr
Lyleen Noct,Helzephyr,Helzephyr
Lyleen Noct,Helzephyr Lux,Helzephyr
Lyleen Noct,Orserk,Helzephyr
Lyleen Noct,Cryolinx Terra,Helzephyr
Lyleen Noct,Bastigor,Helzephyr
Elizabee,Necromus,Helzephyr
Mossanda Lux,Bellanoir,Helzephyr
Mossanda Lux,Bellanoir Libero,Helzephyr
Astegon,Beakon,Helzephyr
Astegon,Menasting Terra,Helzephyr
Astegon,Silvegis,Helzephyr
Astegon,Faleris Aqua,Helzephyr
Jetragon,Warsect Terra,Helzephyr
Jetragon,Menasting,Helzephyr
Jetragon,Knocklem,Helzephyr
Jetragon,Xenolord ,Helzephyr
Beakon,Helzephyr Lux,Helzephyr
Beakon,Orserk,Helzephyr
Beakon,Cryolinx Terra,Helzephyr
Beakon,Bastigor,Helzephyr
Warsect ,Bellanoir,Helzephyr
Warsect ,Bellanoir Libero,Helzephyr
Warsect Terra,Paladius,Helzephyr
Warsect Terra,Necromus,Helzephyr
Paladius,Knocklem,Helzephyr
Paladius,Xenolord ,Helzephyr
Quivern,Bellanoir,Helzephyr
Quivern,Bellanoir Libero,Helzephyr
Quivern Botan,Bellanoir,Helzephyr
Quivern Botan,Bellanoir Libero,Helzephyr
Helzephyr,Helzephyr,Helzephyr
Helzephyr,Helzephyr Lux,Helzephyr
Helzephyr,Cryolinx Terra,Helzephyr
Helzephyr,Bastigor,Helzephyr
Helzephyr Lux,Silvegis,Helzephyr
Helzephyr Lux,Bastigor,Helzephyr
Ragnahawk,Bellanoir,Helzephyr
Ragnahawk,Bellanoir Libero,Helzephyr
Menasting,Orserk,Helzephyr
Menasting Terra,Orserk,Helzephyr
Orserk,Silvegis,Helzephyr
Orserk,Faleris Aqua,Helzephyr
Bellanoir,Selyne,Helzephyr
Bellanoir,Prixter,Helzephyr
Bellanoir,Starryon,Helzephyr
Bellanoir,Azurmane,Helzephyr
Bellanoir Libero,Selyne,Helzephyr
Bellanoir Libero,Prixter,Helzephyr
Bellanoir Libero,Starryon,Helzephyr
Bellanoir Libero,Azurmane,Helzephyr
Silvegis,Cryolinx Terra,Helzephyr
Silvegis,Bastigor,Helzephyr
Beakon,Helzephyr,Helzephyr Lux
Helzephyr Lux,Helzephyr Lux,Helzephyr Lux
Nyafia ,Cryolinx,Ragnahawk
Nyafia ,Frostallion,Ragnahawk
Nyafia ,Frostallion Noct,Ragnahawk
Prunelia,Blazamut,Ragnahawk
Prunelia,Blazamut Ryu,Ragnahawk
Prunelia,Bellanoir,Ragnahawk
Prunelia,Bellanoir Libero,Ragnahawk
Gildane,Pyrin Noct,Ragnahawk
Gildane,Relaxaurus Lux,Ragnahawk
Gildane,Lyleen,Ragnahawk
Gildane,Warsect Terra,Ragnahawk
Gildane,Menasting,Ragnahawk
Gildane,Menasting Terra,Ragnahawk
Gildane,Knocklem,Ragnahawk
Gildane,Xenolord ,Ragnahawk
Gildane,Faleris Aqua,Ragnahawk
Anubis,Grizzbolt,Ragnahawk
Anubis,Lyleen Noct,Ragnahawk
Anubis,Helzephyr,Ragnahawk
Anubis,Helzephyr Lux,Ragnahawk
Incineram,Helzephyr,Ragnahawk
Incineram,Helzephyr Lux,Ragnahawk
Incineram,Cryolinx Terra,Ragnahawk
Incineram,Bastigor,Ragnahawk
Incineram Noct,Grizzbolt,Ragnahawk
Incineram Noct,Helzephyr,Ragnahawk
Incineram Noct,Helzephyr Lux,Ragnahawk
Incineram Noct,Bastigor,Ragnahawk
Grizzbolt,Surfent,Ragnahawk
Grizzbolt,Surfent Terra,Ragnahawk
Grizzbolt,Sootseer,Ragnahawk
Univolt,Frostallion Noct,Ragnahawk
Univolt,Jetragon,Ragnahawk
Univolt,Paladius,Ragnahawk
Univolt,Necromus,Ragnahawk
Jormuntide,Sibelyx,Ragnahawk
Jormuntide,Wumpo,Ragnahawk
Jormuntide,Kingpaca,Ragnahawk
Jormuntide,Kingpaca Cryst,Ragnahawk
Jormuntide,Xenovader,Ragnahawk
Jormuntide,Xenogard,Ragnahawk
Jormuntide Ignis,Sibelyx,Ragnahawk
Jormuntide Ignis,Wumpo,Ragnahawk
Jormuntide Ignis,Mossanda,Ragnahawk
Jormuntide Ignis,Kingpaca Cryst,Ragnahawk
Jormuntide Ignis,Xenovader,Ragnahawk
Jormuntide Ignis,Xenogard,Ragnahawk
Suzaku,Blazehowl,Ragnahawk
Suzaku,Katress,Ragnahawk
Suzaku,Shroomer,Ragnahawk
Suzaku,Shroomer Noct,Ragnahawk
Suzaku,Nitemary,Ragnahawk
Suzaku,Splatterina,Ragnahawk
Suzaku Aqua,Tombat,Ragnahawk
Suzaku Aqua,Rayhound,Ragnahawk
Suzaku Aqua,Shroomer,Ragnahawk
Suzaku Aqua,Shroomer Noct,Ragnahawk
Suzaku Aqua,Splatterina,Ragnahawk
Suzaku Aqua,Kitsun Noct,Ragnahawk
Pyrin,Nitewing,Ragnahawk
Pyrin,Mossanda Lux,Ragnahawk
Pyrin,Sweepa,Ragnahawk
Pyrin,Azurmane,Ragnahawk
Pyrin Noct,Elphidran,Ragnahawk
Pyrin Noct,Elphidran Aqua,Ragnahawk
Pyrin Noct,Penking,Ragnahawk
Pyrin Noct,Grintale,Ragnahawk
Elphidran,Reptyro Cryst,Ragnahawk
Elphidran,Lyleen Noct,Ragnahawk
Elphidran,Beakon,Ragnahawk
Elphidran,Silvegis,Ragnahawk
Elphidran Aqua,Reptyro Cryst,Ragnahawk
Elphidran Aqua,Lyleen,Ragnahawk
Elphidran Aqua,Beakon,Ragnahawk
Elphidran Aqua,Menasting Terra,Ragnahawk
Elphidran Aqua,Silvegis,Ragnahawk
Elphidran Aqua,Faleris Aqua,Ragnahawk
Cryolinx,Vanwyrm Cryst,Ragnahawk
Cryolinx,Bushi,Ragnahawk
Cryolinx,Bushi Noct,Ragnahawk
Cryolinx,Omascul,Ragnahawk
Surfent,Lyleen Noct,Ragnahawk
Surfent,Beakon,Ragnahawk
Surfent,Helzephyr,Ragnahawk
Surfent,Silvegis,Ragnahawk
Surfent Terra,Reptyro Cryst,Ragnahawk
Surfent Terra,Lyleen Noct,Ragnahawk
Surfent Terra,Beakon,Ragnahawk
Surfent Terra,Silvegis,Ragnahawk
Azurobe,Relaxaurus,Ragnahawk
Azurobe,Relaxaurus Lux,Ragnahawk
Azurobe,Lyleen,Ragnahawk
Azurobe,Warsect Terra,Ragnahawk
Azurobe,Menasting,Ragnahawk
Azurobe,Menasting Terra,Ragnahawk
Azurobe,Knocklem,Ragnahawk
Azurobe,Xenolord ,Ragnahawk
Azurobe,Faleris Aqua,Ragnahawk
Reptyro,Sibelyx,Ragnahawk
Reptyro,Wumpo,Ragnahawk
Reptyro,Mossanda,Ragnahawk
Reptyro,Kingpaca Cryst,Ragnahawk
Reptyro,Xenogard,Ragnahawk
Reptyro Cryst,Penking,Ragnahawk
Reptyro Cryst,Sootseer,Ragnahawk
Relaxaurus,Wumpo Botan,Ragnahawk
Relaxaurus,Kingpaca,Ragnahawk
Relaxaurus,Cinnamoth,Ragnahawk
Relaxaurus,Xenovader,Ragnahawk
Relaxaurus Lux,Wumpo Botan,Ragnahawk
Relaxaurus Lux,Grintale,Ragnahawk
Relaxaurus Lux,Cinnamoth,Ragnahawk
Vanwyrm,Frostallion,Ragnahawk
Vanwyrm,Frostallion Noct,Ragnahawk
Vanwyrm,Jetragon,Ragnahawk
Vanwyrm Cryst,Astegon,Ragnahawk
Vanwyrm Cryst,Orserk,Ragnahawk
Vanwyrm Cryst,Cryolinx Terra,Ragnahawk
Frostallion,Bushi,Ragnahawk
Frostallion,Bushi Noct,Ragnahawk
Frostallion,Omascul,Ragnahawk
Frostallion Noct,Blazehowl Noct,Ragnahawk
Frostallion Noct,Bushi Noct,Ragnahawk
Frostallion Noct,Dogen,Ragnahawk
Frostallion Noct,Dazemu,Ragnahawk
Mammorest,Sibelyx,Ragnahawk
Mammorest,Wumpo Botan,Ragnahawk
Mammorest,Kingpaca,Ragnahawk
Mammorest,Xenovader,Ragnahawk
Mammorest Cryst,Wumpo,Ragnahawk
Mammorest Cryst,Wumpo Botan,Ragnahawk
Mammorest Cryst,Kingpaca,Ragnahawk
Mammorest Cryst,Cinnamoth,Ragnahawk
Mammorest Cryst,Xenovader,Ragnahawk
Faleris,Mossanda Lux,Ragnahawk
Faleris,Sweepa,Ragnahawk
Faleris,Ragnahawk,Ragnahawk
Faleris,Azurmane,Ragnahawk
Blazamut,Tombat,Ragnahawk
Blazamut,Rayhound,Ragnahawk
Blazamut,Foxcicle,Ragnahawk
Blazamut,Kitsun Noct,Ragnahawk
Blazamut Ryu,Tombat,Ragnahawk
Blazamut Ryu,Rayhound,Ragnahawk
Blazamut Ryu,Foxcicle,Ragnahawk
Shadowbeak,Blazehowl,Ragnahawk
Shadowbeak,Katress,Ragnahawk
Shadowbeak,Katress Ignis,Ragnahawk
Shadowbeak,Shroomer,Ragnahawk
Shadowbeak,Nitemary,Ragnahawk
Sibelyx,Elizabee,Ragnahawk
Wumpo Botan,Warsect Terra,Ragnahawk
Wumpo Botan,Knocklem,Ragnahawk
Wumpo Botan,Xenolord ,Ragnahawk
Nitewing,Elizabee,Ragnahawk
Nitewing,Warsect ,Ragnahawk
Nitewing,Quivern,Ragnahawk
Nitewing,Quivern Botan,Ragnahawk
Nitewing,Selyne,Ragnahawk
Nitewing,Prixter,Ragnahawk
Lyleen,Penking,Ragnahawk
Lyleen,Grintale,Ragnahawk
Lyleen Noct,Sootseer,Ragnahawk
Elizabee,Mossanda,Ragnahawk
Elizabee,Kingpaca Cryst,Ragnahawk
Elizabee,Xenogard,Ragnahawk
Tombat,Bellanoir,Ragnahawk
Tombat,Bellanoir Libero,Ragnahawk
Mossanda,Warsect ,Ragnahawk
Mossanda,Quivern,Ragnahawk
Mossanda,Quivern Botan,Ragnahawk
Mossanda,Selyne,Ragnahawk
Mossanda Lux,Ragnahawk,Ragnahawk
Mossanda Lux,Prixter,Ragnahawk
Mossanda Lux,Starryon,Ragnahawk
Astegon,Omascul,Ragnahawk
Foxcicle,Bellanoir,Ragnahawk
Foxcicle,Bellanoir Libero,Ragnahawk
Jetragon,Blazehowl Noct,Ragnahawk
Jetragon,Katress Ignis,Ragnahawk
Jetragon,Dogen,Ragnahawk
Jetragon,Dazemu,Ragnahawk
Blazehowl,Necromus,Ragnahawk
Blazehowl Noct,Paladius,Ragnahawk
Kingpaca,Warsect Terra,Ragnahawk
Kingpaca Cryst,Warsect ,Ragnahawk
Kingpaca Cryst,Quivern Botan,Ragnahawk
Sweepa,Warsect ,Ragnahawk
Sweepa,Quivern,Ragnahawk
Sweepa,Quivern Botan,Ragnahawk
Sweepa,Selyne,Ragnahawk
Sweepa,Prixter,Ragnahawk
Sweepa,Starryon,Ragnahawk
Katress,Paladius,Ragnahawk
Katress,Necromus,Ragnahawk
Katress Ignis,Paladius,Ragnahawk
Katress Ignis,Necromus,Ragnahawk
Beakon,Sootseer,Ragnahawk
Warsect ,Xenogard,Ragnahawk
Warsect Terra,Cinnamoth,Ragnahawk
Paladius,Dogen,Ragnahawk
Paladius,Dazemu,Ragnahawk
Penking,Menasting,Ragnahawk
Penking,Menasting Terra,Ragnahawk
Penking,Faleris Aqua,Ragnahawk
Quivern,Azurmane,Ragnahawk
Quivern Botan,Xenogard,Ragnahawk
Ragnahawk,Ragnahawk,Ragnahawk
Ragnahawk,Starryon,Ragnahawk
Ragnahawk,Azurmane,Ragnahawk
Bushi,Orserk,Ragnahawk
Necromus,Dazemu,Ragnahawk
Necromus,Nitemary,Ragnahawk
Grintale,Menasting,Ragnahawk
Grintale,Menasting Terra,Ragnahawk
Grintale,Knocklem,Ragnahawk
Grintale,Xenolord ,Ragnahawk
Grintale,Faleris Aqua,Ragnahawk
Cinnamoth,Menasting,Ragnahawk
Cinnamoth,Knocklem,Ragnahawk
Cinnamoth,Xenolord ,Ragnahawk
Orserk,Omascul,Ragnahawk
Selyne,Xenogard,Ragnahawk
Selyne,Azurmane,Ragnahawk
Sootseer,Silvegis,Ragnahawk
Prixter,Azurmane,Ragnahawk
Starryon,Azurmane,Ragnahawk
Nyafia ,Omascul,Bushi
Prunelia,Penking,Bushi
Anubis,Blazehowl,Bushi
Anubis,Katress,Bushi
Anubis,Nitemary,Bushi
Incineram,Univolt,Bushi
Incineram,Katress Ignis,Bushi
Incineram Noct,Katress,Bushi
Incineram Noct,Katress Ignis,Bushi
Rushoar,Astegon,Bushi
Rushoar,Orserk,Bushi
Eikthyrdeer,Pyrin,Bushi
Eikthyrdeer,Quivern,Bushi
Eikthyrdeer,Prixter,Bushi
Eikthyrdeer Terra,Faleris,Bushi
Eikthyrdeer Terra,Ragnahawk,Bushi
Digtoise,Nitewing,Bushi
Digtoise,Mossanda,Bushi
Galeclaw,Pyrin Noct,Bushi
Galeclaw,Lyleen,Bushi
Galeclaw,Menasting Terra,Bushi
Galeclaw,Faleris Aqua,Bushi
Grizzbolt,Cawgnito,Bushi
Grizzbolt,Beegarde,Bushi
Direhowl,Lyleen Noct,Bushi
Direhowl,Beakon,Bushi
Direhowl,Silvegis,Bushi
Gorirat,Pyrin Noct,Bushi
Gorirat,Reptyro Cryst,Bushi
Gorirat Terra,Pyrin Noct,Bushi
Gorirat Terra,Lyleen,Bushi
Gorirat Terra,Menasting Terra,Bushi
Gorirat Terra,Faleris Aqua,Bushi
Lunaris,Cryolinx Terra,Bushi
Lunaris,Bastigor,Bushi
Dazzi,Shadowbeak,Bushi
Dazzi,Necromus,Bushi
Gobfin,Helzephyr,Bushi
Gobfin,Helzephyr Lux,Bushi
Gobfin Ignis,Helzephyr Lux,Bushi
Gobfin Ignis,Bastigor,Bushi
Loupmoon,Reptyro,Bushi
Loupmoon,Elizabee,Bushi
Suzaku,Fuddler,Bushi
Suzaku,Daedream,Bushi
Suzaku Aqua,Tanzee,Bushi
Suzaku Aqua,Gumoss,Bushi
Suzaku Aqua,Smokie,Bushi
Pyrin,Mozzarina,Bushi
Elphidran,Rayhound,Bushi
Elphidran,Shroomer Noct,Bushi
Elphidran,Kitsun Noct,Bushi
Elphidran Aqua,Tombat,Bushi
Elphidran Aqua,Rayhound,Bushi
Woolipop,Jetragon,Bushi
Woolipop,Paladius,Bushi
Cryolinx,Maraith,Bushi
Cryolinx,Leezpunk Ignis,Bushi
Cryolinx,Wixen Noct,Bushi
Melpaca,Mossanda Lux,Bushi
Melpaca,Ragnahawk,Bushi
Surfent,Blazehowl,Bushi
Surfent,Shroomer,Bushi
Surfent Terra,Shroomer,Bushi
Surfent Terra,Shroomer Noct,Bushi
Surfent Terra,Splatterina,Bushi
Cawgnito,Helzephyr,Bushi
Azurobe,Petallia,Bushi
Fenglope,Mammorest,Bushi
Fenglope,Mammorest Cryst,Bushi
Reptyro Cryst,Vaelet,Bushi
Maraith,Frostallion,Bushi
Robinquill,Lyleen,Bushi
Robinquill,Menasting,Bushi
Robinquill,Menasting Terra,Bushi
Robinquill Terra,Relaxaurus,Bushi
Robinquill Terra,Relaxaurus Lux,Bushi
Robinquill Terra,Warsect Terra,Bushi
Relaxaurus,Verdash,Bushi
Relaxaurus Lux,Felbat,Bushi
Kitsun,Sibelyx,Bushi
Kitsun,Kingpaca Cryst,Bushi
Leezpunk,Astegon,Bushi
Leezpunk,Cryolinx Terra,Bushi
Leezpunk Ignis,Orserk,Bushi
Vanwyrm,Vanwyrm Cryst,Bushi
Vanwyrm Cryst,Bushi Noct,Bushi
Dinossom,Sibelyx,Bushi
Dinossom,Wumpo,Bushi
Dinossom Lux,Wumpo,Bushi
Dinossom Lux,Kingpaca,Bushi
Dinossom Lux,Xenovader,Bushi
Frostallion,Wixen,Bushi
Frostallion,Wixen Noct,Bushi
Frostallion,Rooby,Bushi
Frostallion Noct,Nox,Bushi
Mammorest Cryst,Verdash,Bushi
Felbat,Menasting,Bushi
Felbat,Knocklem,Bushi
Felbat,Xenolord ,Bushi
Broncherry,Nitewing,Bushi
Broncherry,Sweepa,Bushi
Broncherry Aqua,Mossanda,Bushi
Broncherry Aqua,Kingpaca Cryst,Bushi
